"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
".31","ENSG00000188365",36.4609031727685,-3.05405996472549,0.415376741918746,-7.34740737987141,2.02088234537545e-13,2.22276773099501e-12
"PPP3R2","ENSG00000188386",1.5832180996516,-1.70753473784607,0.636507513218925,-2.67670081850812,0.00743509940157746,0.0155510518166893
"GPR21","ENSG00000188394",34.4133116197565,-2.10631369921009,0.34308590555552,-6.13813870841253,8.34939461025567e-10,5.68971261135131e-09
"IGHV1OR15-9","ENSG00000188403",1.33261038944632,-2.7759329990139,0.677872171576868,-4.0641435680812,4.82091467817618e-05,0.00015553180572585
"SELL","ENSG00000188404",6157.53010661833,-1.29309241936877,0.432912581642377,-2.98697411092004,0.00281753581279926,0.00647114924600736
"SRP72P2","ENSG00000188451",43.4145802457962,-1.43098219210292,0.309719359277886,-4.62012185318407,3.83514735724263e-06,1.4914235100284e-05
"CERKL","ENSG00000188452",69.3415131307751,-1.86775479106872,0.389856140364901,-4.79044608129908,1.66410937770078e-06,6.85329118989036e-06
"SLC24A5","ENSG00000188467",21.7409528739947,-5.11022359635048,0.538043216655391,-9.39027903003308,5.98415143343957e-21,1.59836283655752e-19
"MIR3667HG","ENSG00000188511",487.262279307842,-2.12744460594897,0.298754892557347,-7.12087366510007,1.07245061141236e-12,1.07615802996372e-11
".32","ENSG00000188512",9.51564093307591,-1.8466496263394,0.321507363920746,-5.73957786299624,9.49128377917986e-09,5.5379720357459e-08
"COL25A1","ENSG00000188517",12.6014503115293,-1.56568455901794,0.406730460450481,-3.84757706243524,0.000119291759892206,0.000359137106108611
"FAM83G","ENSG00000188522",239.829542692496,-1.51676384787507,0.378452893151028,-4.00779450613109,6.12884109499667e-05,0.000194253549811844
"NBR1","ENSG00000188554",1534.04957148116,-1.34471259854504,0.21349670898163,-6.2985222003418,3.00496693544479e-10,2.18425714340764e-09
"NKAIN2","ENSG00000188580",3.94853065983187,-1.30270525787414,0.490899245857809,3.26306505970617,0.001102142150823,0.00275133800049679
"CFAP54","ENSG00000188596",18.2433186914504,-1.10923905598357,0.298064521171697,-3.7214546820645,0.000198078416897604,0.000573256856456844
"NANOS1","ENSG00000188613",82.3523567407757,-2.2547442742237,0.314121784654006,-7.17657600115238,7.14789243185557e-13,7.34027230165553e-12
"RTL6","ENSG00000188636",4641.41560890853,-3.35683670333005,0.432115824963807,-7.76856576519224,7.93797890488052e-15,1.03673883605428e-13
"DPYD","ENSG00000188641",2319.38116051404,-3.10091508944474,0.352677066886391,-8.79253653500789,1.46220618466632e-18,3.00187162904493e-17
"PTAR1","ENSG00000188647",4091.3142028203,-1.0910733794064,0.202563682820514,-5.38632201618376,7.19140728983148e-08,3.68231977710986e-07
"CC2D2B","ENSG00000188649",47.5585532319024,-1.40470500021132,0.326763920346528,-4.2983743739331,1.72055374415853e-05,5.99567428527687e-05
"LINC00319","ENSG00000188660",8.36732750145229,-4.70310107005578,0.404255611461173,-11.3890623327443,4.74063619427998e-30,3.02455349390809e-28
"CYP51A1-AS1","ENSG00000188693",24.7470913765201,-1.51688523328725,0.30369168593081,-4.99400720893536,5.91391886916312e-07,2.61725543168708e-06
"ZBED10P","ENSG00000188707",1296.81051678791,-1.51784238317132,0.36862581603965,-4.11756638610606,3.82894252305393e-05,0.000125693193827355
"QRFP","ENSG00000188710",25.286670900828,-1.04680984126624,0.411937541770971,-2.5410618883412,0.0110516355222807,0.0221533081760306
"OR13D3P","ENSG00000188712",4.76457367146144,-2.58779372450983,0.512363707459769,-5.04739185812282,4.47882130466748e-07,2.01966272227243e-06
"FSIP2","ENSG00000188738",97.2294036440763,-2.60659450390754,0.54031323593241,-4.82359271340317,1.40995182128952e-06,5.86333949515571e-06
"TMEM198","ENSG00000188760",9.8579593091926,-1.3075311613775,0.436338127241594,-2.99483504446663,0.00274593297847152,0.00632193446682346
"BCL2L15","ENSG00000188761",69.8405333806958,-1.02384915601372,0.28895642335255,-3.54321898549651,0.000395274327132675,0.00108005708992291
"TMSB4XP2","ENSG00000188765",80.9756974493635,-3.52058141124896,0.272096903718835,-12.9327786783722,2.93998048493035e-38,3.66086035894836e-36
"PLET1","ENSG00000188771",18.5041294786119,-1.06404606182327,0.410105992893106,-2.59440665650179,0.00947543391686524,0.0193224966972234
"ZNF322P1","ENSG00000188801",4.28475849221932,-4.73748139604949,0.544921228500656,-8.6048761548512,7.63992046415992e-18,1.45467138950736e-16
"GLRA4","ENSG00000188828",7.76660158066347,-1.10210973159112,0.421897713215012,-2.61237103264392,0.00899166102300243,0.0184415092554967
"ZNF563","ENSG00000188868",87.8044354370938,-1.74272303598309,0.282987244699393,-6.15815435359879,7.35976066602812e-10,5.05699435260509e-09
"ASTL","ENSG00000188886",51.862169348376,-2.58567305914589,0.415548873879571,-6.22030173871761,4.96199703661784e-10,3.48875989913373e-09
"GJB3","ENSG00000188910",1.19275206679921,-1.64647173683466,0.610713798341374,-2.69141576075108,0.00711494643407242,0.0149621080051734
"C9orf152","ENSG00000188959",37.4750595936716,-1.7653557263549,0.396527684239232,-4.45221066491157,8.49907203034155e-06,3.11812861941827e-05
"LIPI","ENSG00000188992",15.6975324476044,-1.10616647449723,0.411201490953165,-2.68920529591955,0.00716223566772594,0.0150463933834402
"LRRC66","ENSG00000188993",8.34714108874307,-1.9085865099946,0.535242102287559,-3.56085353805946,0.000369651238783256,0.00101536525957943
"SHLD2P3","ENSG00000189014",7.31385865321632,-1.39161531038309,0.369092369798345,-3.7722460842164,0.000161784574564391,0.000475503231256745
"ANKDD1B","ENSG00000189045",25.5654368050759,-2.26863506109241,0.330499224776315,-6.86228872489254,6.77659211669087e-12,6.12674936193642e-11
"ALKBH2","ENSG00000189046",190.310086815932,-1.20042716103083,0.27477663113433,-4.368707275422,1.24984158922414e-05,4.45921789146023e-05
"FAM111B","ENSG00000189057",804.582452279435,-1.92476185718368,0.312977046664764,-6.14976794359742,7.75963936759695e-10,5.31426176751785e-09
"UBE2Q2P1","ENSG00000189136",431.025960627433,-2.51480020762294,0.297147720343945,-8.46303494130191,2.60507618650874e-17,4.63970314225374e-16
"ZNF573","ENSG00000189144",154.892505874203,-1.29213583459217,0.191078913005147,-6.76223217140113,1.35881718399931e-11,1.1812438713184e-10
"ABCA15P","ENSG00000189149",33.6523948549305,-2.41059512256395,0.332695661767013,-7.24237578182206,4.40892197306584e-13,4.64202399715226e-12
"FAM47E","ENSG00000189157",26.4561260172907,-2.06173540626086,0.524085930756945,-3.93338809827168,8.37568402250805e-05,0.000259078762449224
"ZAR1L","ENSG00000189167",14.628555859607,-1.59158850399232,0.370536561090687,-4.29408646587819,1.75414106221824e-05,6.1025285259217e-05
"BTBD8","ENSG00000189195",168.781177319499,-1.42719057690832,0.38320317979913,-3.72418603948864,0.000195946394706354,0.000567761382056865
"DPY19L2P1","ENSG00000189212",4.14893927233677,-1.37512577035544,0.425365606973121,-3.23002529514569,0.00123779266313914,0.00305706261441663
".33","ENSG00000189229",154.344113659556,-2.39881039078102,0.787038707276287,-3.05135991997204,0.00227807318182246,0.00533387957438356
"NUGGC","ENSG00000189233",38.1908670879975,-2.31416825455586,0.413066579127203,-5.60077499974356,2.13395575919324e-08,1.18456705776594e-07
"ANKRD62P1-PARP4P3","ENSG00000189295",19.4815924782021,-2.74035081340178,0.738932420631713,-3.70610533092531,0.000210470796471038,0.000605841300329812
"TOGARAM2","ENSG00000189350",46.0472601575036,-1.97342183681696,0.337487766265617,-5.84669819976908,5.01426039393255e-09,3.04953583080973e-08
"NEMP2","ENSG00000189362",745.31245148695,-1.20662600993846,0.19249117143675,-6.26845373955007,3.64650918468051e-10,2.6180203779481e-09
"ALG1L1P","ENSG00000189366",10.1073448952339,-1.48299236647678,0.56151816439487,-2.63956154400631,0.00830133490398964,0.0171608575659682
"KIAA0408","ENSG00000189367",6.16295229274361,-5.3090305934552,0.514256327022768,-10.1778739475221,2.48940755406598e-24,9.27045220919848e-23
"CXCL17","ENSG00000189377",6.23970739911847,-1.80403736448791,0.554612685577185,-3.24753103092206,0.00116410969433398,0.00289367050486887
"SH2D5","ENSG00000189410",29.5078565172101,-2.48458188304448,0.413611294100453,-6.00624350310808,1.89870967840008e-09,1.22891825035372e-08
"SPATA41","ENSG00000189419",10.1710651082199,-1.75283602475161,0.439778495916827,-3.98366732957322,6.78598508133723e-05,0.000213292586661952
".34","ENSG00000195401",6.88276171757849,-2.58617193144069,0.403939771133359,-6.38741782055994,1.68710218677143e-10,1.26861169923449e-09
"ZNF724","ENSG00000196081",131.582009322083,-1.33177014186794,0.20952842060091,-6.35594912586372,2.07143579421996e-10,1.54043268232872e-09
"IL1RAP","ENSG00000196083",980.544214135705,-1.79736120944338,0.444749958288294,-4.04135190031432,5.31439395174992e-05,0.000170199620998941
"SPAG16-DT","ENSG00000196096",5.93789963826092,-2.36456774897396,0.452888872677842,-5.205106145231,1.93885749516105e-07,9.28867229974903e-07
"AKR1C3","ENSG00000196139",967.228057175559,-1.16095864893128,0.484782820004817,-2.39483559025408,0.016627819303021,0.0318579336394945
"ZNF79","ENSG00000196152",241.356719006386,-1.64594013659574,0.184494021968347,-8.92125041665325,4.61052800582736e-19,1.00140759674638e-17
"PLEKHG4","ENSG00000196155",479.646387155697,-2.55256084848339,0.439875044444884,-5.80282777302502,6.52057593998781e-09,3.89855905095629e-08
"ZNF681","ENSG00000196172",466.067066788673,-1.16622104738173,0.215090523075371,-5.42196133189713,5.89486357023219e-08,3.05374973580956e-07
"ZNF836","ENSG00000196267",150.966677905906,-1.06735565296049,0.20709968954318,-5.1537414446983,2.55339943210733e-07,1.20004907419685e-06
"ZNF493","ENSG00000196268",1627.02209673967,-2.30059082643751,0.248196634285977,-9.26914440533379,1.87645054222955e-20,4.74317783831969e-19
"GRM7","ENSG00000196277",5.79188937215422,-5.48240113232805,0.563793125530827,-4.42586897780954,9.60548157087392e-06,3.49305453192545e-05
"GUSBP15","ENSG00000196302",0.804309100022433,-1.61003830261344,0.667883122703985,-2.41396976738591,0.0157797716292182,0.0304112549039381
"GIMAP5","ENSG00000196329",49.8026459690347,-2.46380613186339,0.429446890716379,-5.73564862672532,9.71398637229152e-09,5.65299480521995e-08
"STK31","ENSG00000196335",47.4814592799351,-1.82731080362769,0.415394581471835,-4.39804265734555,1.09231513493873e-05,3.93274722190732e-05
"ZKSCAN7","ENSG00000196345",151.970362284742,-2.76389510958971,0.352361260931163,-7.84235863488608,4.42161379718411e-15,5.97054079927223e-14
"SLC35F1","ENSG00000196376",11.6166301066446,-2.24377404759132,0.625965896384108,-3.58017441745991,0.000343364936803466,0.00094904959925796
"ZNF781","ENSG00000196381",47.3883267466374,-2.13462389701061,0.465310823684809,-4.58577715950118,4.52300820493228e-06,1.73657999851425e-05
"ZNF140","ENSG00000196387",412.239412635926,-1.13461885077088,0.187182900239181,-6.06149311323625,1.34863663690625e-09,8.9333674523557e-09
"ZNF124","ENSG00000196418",1609.11565480766,-2.54246500516461,0.233010006495922,-10.9112871382866,1.01804585275568e-27,5.18257465413868e-26
"C20orf204","ENSG00000196421",143.47283939985,-1.01401233027275,0.39592715168758,-2.56103318698617,0.0104361386511344,0.021062086436038
"NBPF4","ENSG00000196427",2.89606869611863,-2.42932515986333,0.52770098642185,-4.49339279984836,7.00973155642005e-06,2.60729416029741e-05
"PIK3R4","ENSG00000196455",1282.84008133663,-1.41251148802615,0.178357736858094,-7.91953033851269,2.38409391526519e-15,3.32687744030527e-14
"ZNF605","ENSG00000196458",540.867682172756,-1.0595972332344,0.338548102529613,-3.12980526685039,0.00174922218890635,0.00419398051320794
"RFX8","ENSG00000196460",681.666563622896,-2.75173037587247,0.547405051612858,-5.0272074277222,4.97673945700708e-07,2.22860101287369e-06
"GDAP2","ENSG00000196505",748.942485995546,-1.20845414976162,0.201164170354128,-6.00728931408703,1.88650709870095e-09,1.22199831150099e-08
"CCDC196","ENSG00000196553",14.9625940391705,-4.26437468654263,0.578726237164306,-7.31040006861774,2.66348170631647e-13,2.89039531244261e-12
"AJAP1","ENSG00000196581",2040.81947981729,-2.64600652117432,0.698818279685305,-3.78866458563418,0.000151459237561391,0.000447164882227759
"ANKRD20A19P","ENSG00000196593",3.02426971261541,-2.18592988496439,0.786585266137434,-2.76276376334521,0.0057314232287549,0.0122993396102598
"ZNF782","ENSG00000196597",418.816294465785,-2.1696913468929,0.237728558779169,-9.12644603060445,7.07848775732074e-20,1.6880152170355e-18
"ZNF846","ENSG00000196605",299.134933539087,-1.16153131550939,0.21376232419291,-5.43372943996638,5.51882413555601e-08,2.87389308168653e-07
"IFT70B","ENSG00000196659",130.157485437332,-2.46538707069152,0.328405291772325,-7.5064180000194,6.07671716139695e-14,7.13115367874671e-13
"ZFP62","ENSG00000196670",522.090736807261,-1.5016121131704,0.217533856082289,-6.90283583443528,5.09745273589326e-12,4.69778071629389e-11
"ERI2","ENSG00000196678",295.946874166841,-1.15725469195332,0.338754443107918,-3.41621388630581,0.000634983515251391,0.00166359608230626
"ZNF512B","ENSG00000196700",1716.71183203374,-1.08381391603746,0.236444769815943,-4.58378985247396,4.56623165056592e-06,1.75102799191562e-05
"ZNF431","ENSG00000196705",2580.96049192536,-1.17953727863479,0.239363986459388,-4.92779655849434,8.31621412820957e-07,3.59688160108105e-06
"ZNF418","ENSG00000196724",273.541121008996,-1.57998291990357,0.415982767839363,-3.79816421813648,0.000145771736474802,0.000431885966028597
"LINC01560","ENSG00000196741",66.820035538408,-1.31463198085323,0.28366476494757,-4.63399884895906,3.58668988224338e-06,1.40326880503981e-05
"H2AC13","ENSG00000196747",5514.4185417182,-2.48384652944126,0.469643508013415,-7.86816541216629,3.59879551752653e-15,4.91398150556715e-14
"ZNF700","ENSG00000196757",518.264454430626,-1.09407339475345,0.284578755049095,-3.84450790113329,0.000120794593332475,0.000363337072492158
"LINC02991","ENSG00000196758",50.0089215805483,-6.17105368604777,0.622681425760989,-9.7783252979603,1.3949958125114e-22,4.41154844575667e-21
"CD47","ENSG00000196776",9677.61184923093,-1.54864966394623,0.201881892443515,-7.67106626287713,1.70572394777894e-14,2.15085116096371e-13
"OR52K1","ENSG00000196778",1.50378483086762,-1.53857259336957,0.55363513196786,-2.7780197814895,0.00546912885705257,0.0117872541148385
"H2AC11","ENSG00000196787",7585.77305156928,-2.67617206854481,0.468956681531791,-5.70684984191793,1.15086225224419e-08,6.63467623018745e-08
"ZNF239","ENSG00000196793",44.4799708996786,-1.31529143083291,0.467807326358676,-2.81118087238092,0.0049360029387644,0.0107481715340545
"CHRNG","ENSG00000196811",35.3175158338317,-1.90945227340907,0.345528046540826,-5.52520914966378,3.29093335809745e-08,1.77619628147728e-07
"RGPD4","ENSG00000196862",57.501224138084,-2.7891419870271,0.365649327646171,-7.62486966127336,2.44281077215147e-14,3.02374580497518e-13
"H2AC7","ENSG00000196866",69.4887628977405,-2.03900816521824,0.42830229849105,-4.75997140225714,1.93620391748445e-06,7.8959577509547e-06
"SCN8A","ENSG00000196876",346.757157065647,-4.05998252973344,0.342045263312628,-11.8663129280267,1.77102223462135e-32,1.38123977874891e-30
"H2BC26","ENSG00000196890",492.303730961704,-3.68624393191051,0.604837651278608,-6.09625512995382,1.08582069191523e-09,7.29165110270205e-09
"SPMIP10","ENSG00000196900",2.93376606253759,-1.55101605108287,0.517925068754537,-2.99287535442277,0.00276362594240733,0.00635899462867635
"KPNA5","ENSG00000196911",1287.4218237726,-1.26864583300675,0.243344336134648,-5.21336344491332,1.85447056002825e-07,8.92438505891505e-07
"ANKRD36B","ENSG00000196912",1469.00976920995,-3.11855087014056,0.225737377143144,-13.8146370778893,2.07999858792903e-43,3.83060580283686e-41
"HCAR1","ENSG00000196917",18.871990543877,-3.13218612615941,0.395475900373141,-3.11853257953878,0.00181754046574432,0.00434376314907521
"TMEM26","ENSG00000196932",131.446075070422,-6.23274622979848,0.705375960440376,-8.81316966483089,1.21656216068637e-18,2.52238108160095e-17
"SLC39A10","ENSG00000196950",1604.26832673856,-1.7315432888426,0.18437687829051,-9.39129706796901,5.92658575917171e-21,1.58395231957473e-19
"SMIM10L2B","ENSG00000196972",11.147929378787,-1.42726930647394,0.595551488780663,-2.39533277274879,0.0166052869603486,0.0318203267065552
"WDR5B","ENSG00000196981",269.86010567581,-1.63986870001645,0.254140935193561,-6.45240962029093,1.10085537925473e-10,8.48454231195959e-10
"ZNF138","ENSG00000197008",785.925088374156,-1.54407594304737,0.196779448454736,-7.84670450710388,4.27112007419736e-15,5.78336311313391e-14
"ZNF429","ENSG00000197013",470.569829491731,-1.03299416700622,0.230269214746029,-4.48599363485976,7.25749079615708e-06,2.69168284892842e-05
"ZNF470","ENSG00000197016",123.660985333369,-1.21288029142981,0.384830851993691,-3.15155808739553,0.00162401856446653,0.00391738042838818
"ZSCAN25","ENSG00000197037",1359.7072948542,-1.49405733993508,0.145648199727938,-10.2579747753234,1.08968069665037e-24,4.17863469946477e-23
"ANXA6","ENSG00000197043",5252.53880833391,-2.86578654533195,0.278298600290654,-10.2974863234019,7.23265319198073e-25,2.82041300763085e-23
"ZNF420","ENSG00000197050",201.69056783212,-1.22446995863706,0.274491306231172,-4.46078349265221,8.16605571334893e-06,3.00399822049347e-05
"ZMYM1","ENSG00000197056",466.277469169259,-1.81422883897216,0.29820090796588,-6.08378200753154,1.17380174201548e-09,7.84521258833188e-09
"H4C3","ENSG00000197061",9101.76011940208,-3.78202839758981,0.423056343271838,-8.94005773513648,3.88967098358606e-19,8.50315056765888e-18
"IGF2R","ENSG00000197081",9313.59738670157,-1.76627429775587,0.21493435202516,-8.21773397187467,2.07384366205827e-16,3.3223187701636e-15
"PGAP1","ENSG00000197121",786.383241635546,-2.80246309745305,0.322384619518173,-8.69269371980401,3.53945610604063e-18,6.98819371999401e-17
"ZNF682","ENSG00000197124",416.883200358692,-1.53063710571717,0.260027731654083,-5.88634998221044,3.9481779717869e-09,2.43907806457211e-08
"ZNF772","ENSG00000197128",469.609385755887,-1.47047069415084,0.317983930125136,-4.62434401217395,3.75785753384775e-06,1.4651365732617e-05
"ZNF257","ENSG00000197134",182.232052184238,-1.65867420498939,0.492545422570322,-3.36753458574189,0.000758435127248109,0.00195881032717058
"H3C12","ENSG00000197153",1962.11615244569,-2.81184165388273,0.454676422376237,-6.18438907933012,6.23434305852448e-10,4.32506316236446e-09
"NEK5","ENSG00000197168",57.8404566998309,-1.44019041627043,0.287461359006734,-5.00980891123247,5.44841066136829e-07,2.42396759742624e-06
"LINC02291","ENSG00000197176",3.08629783648197,-3.09645195315337,0.779238076421302,-3.92981826720174,8.50100876032623e-05,0.000262621733136354
"MIRLET7BHG","ENSG00000197182",122.180970341224,-1.73420316649641,0.348095507739978,-4.98194260494444,6.29491078580383e-07,2.77410250002582e-06
"H4C11","ENSG00000197238",401.569336428081,-1.78278846715985,0.425030346672392,-4.1944610277969,2.73521171243311e-05,9.20367454073817e-05
".37","ENSG00000197254",2.70050793901477,-2.40728930500515,0.684565199660975,-3.49870420043685,0.000467524937522681,0.00125741458774969
"RAD54B","ENSG00000197275",59.065233300866,-1.33081087094961,0.27423309822125,-4.85254472316298,1.2188728527949e-06,5.12218753699458e-06
"SVIL","ENSG00000197321",1296.72312544654,-1.23836293494977,0.250035748811039,-4.95273993478636,7.31757436276491e-07,3.19172655880534e-06
"ZNF833P","ENSG00000197332",17.3249653070304,-1.40505358279791,0.27929257688284,-5.03052133717649,4.89147944768669e-07,2.19311002119022e-06
"ZNF98","ENSG00000197360",5.11278815763546,-1.55541462195709,0.518497086075666,-2.99740626398667,0.00272287580478003,0.00627280402603351
"FBXL22","ENSG00000197361",38.6329458111018,-1.11732937962641,0.256069506691077,-4.36342217114497,1.28043506878937e-05,4.5594889511826e-05
"ZNF786","ENSG00000197362",143.708363919657,-1.02346732195405,0.264928713568843,-3.86305704735202,0.000111976844715281,0.000338440013840537
"H3C4","ENSG00000197409",8.83474840695617,-2.00099508278616,0.510690162272942,-3.91986774201153,8.85975761141044e-05,0.000272806016795406
"IPP","ENSG00000197429",170.937897267111,-1.69172078752979,0.264012006614026,-6.40753404892306,1.47892066617232e-10,1.11975421867333e-09
"OR13G1","ENSG00000197437",1.96355122570071,-3.11525369989024,0.788694282525107,-3.89004900016464,0.000100223982368112,0.000305700582545351
"OGDHL","ENSG00000197444",159.878318938413,-3.12606048477176,0.690396437890706,-4.52999682886457,5.89845717796207e-06,2.22013977301207e-05
"PCDHB11","ENSG00000197479",30.6016570616681,-2.35035368162066,0.644629122829472,-3.64492841632343,0.000267466238298913,0.000755708933854164
"GZMM","ENSG00000197540",125.929092263111,-1.54742431561369,0.3792564558878,-4.08009077029774,4.50181181577576e-05,0.000146021544954686
"IFT70A","ENSG00000197557",85.6144151146939,-2.8726238317332,0.284928556930477,-10.0787576048325,6.85878556220309e-24,2.4601262682236e-22
"COL4A6","ENSG00000197565",14.3656237743084,-2.1144360798387,0.423493692325499,-4.98943689947614,6.05555502672895e-07,2.67642464834684e-06
"ZNF624","ENSG00000197566",185.12273589058,-1.63997188040873,0.234972985249285,-6.97919064533885,2.96885382897128e-12,2.82089382565879e-11
"HOXA4","ENSG00000197576",6.30780006938348,-1.83093082124398,0.743977026229014,-2.45916197115017,0.0139261772737524,0.027237763323777
"BCO2","ENSG00000197580",61.75063196754,-1.2334972205997,0.307327460395917,-4.01351936617424,5.98200921110456e-05,0.000189915577091065
"KCNMB2","ENSG00000197584",4.16455766238947,-1.62215566320104,0.539108051305404,-3.00497243450903,0.00265604919612003,0.00613142109417692
".39","ENSG00000197585",18.4498169304341,-2.62813311135823,0.418705134086339,-6.26975802294139,3.61609613501661e-10,2.59746164690123e-09
"CPLANE1","ENSG00000197603",1761.82454645498,-2.05393902666127,0.231845348555521,-8.85903419167757,8.0710615164648e-19,1.70652531272633e-17
"ZNF841","ENSG00000197608",352.310801869666,-1.4652452770603,0.419586425990713,-3.49208993116976,0.000479256858040271,0.00128683578441332
"VN1R5","ENSG00000197617",7.89220004211593,-2.22090782536562,0.500085945535511,-4.43405670707042,9.247628517183e-06,3.37496091204536e-05
"UBE2Q2P12","ENSG00000197627",0.892039951866247,-2.46166250879803,0.835024507627267,-2.95584475112952,0.00311814000527867,0.00708949032946205
"DPP4","ENSG00000197635",707.236615748527,-3.49476175748583,0.536523716199346,-6.51499217138673,7.26934494564415e-11,5.73062335094476e-10
"DNAH10","ENSG00000197653",98.6755511957391,-1.44273351283443,0.305169050186896,-4.72756396654945,2.27229491091351e-06,9.15497364098262e-06
"SPTAN1","ENSG00000197694",17100.9481860545,-1.15259208477846,0.215169207360579,-5.35667675763441,8.4766571688622e-08,4.29625763608232e-07
"RPE","ENSG00000197713",503.777029325879,-1.48651724842509,0.213440987673469,-6.96445619747497,3.29674691661888e-12,3.11019617094968e-11
"ZNF460","ENSG00000197714",1823.21086470091,-2.55358643983897,0.232884085887326,-10.9649402092329,5.63377804155496e-28,2.95022849867856e-26
"TXNRD3","ENSG00000197763",289.350548215377,-2.88116275012072,0.374965252903514,-7.68309696725346,1.55287955751374e-14,1.96717525680303e-13
"ZNF780A","ENSG00000197782",164.719001161716,-3.33529578284731,0.30493295872596,-10.934601623397,7.87510992326725e-28,4.04184945019586e-26
"OR52M1","ENSG00000197790",1.57344157149259,-3.64485808511296,0.843716611144138,-4.30235115931807,1.68995192435709e-05,5.89935351995026e-05
".40","ENSG00000197815",69.6935651011595,-1.08100988040923,0.305626790282181,-3.53687214124822,0.000404895630176307,0.00110339345724059
"CCDC180","ENSG00000197816",64.613668617522,-2.01565806963121,0.438476018483023,-4.5967650576887,4.29101002613444e-06,1.6547533033213e-05
"H4C16","ENSG00000197837",524.029490912165,-2.91567270406313,0.391197047548372,-7.4528546271819,9.1341915383452e-14,1.04669476945675e-12
"ZNF790","ENSG00000197863",148.32238510082,-1.0766446257057,0.265983924908054,-4.04770724170031,5.17217811850502e-05,0.000166013731109955
"PRB3","ENSG00000197870",13.9049612259946,-2.19403311546247,0.374266178547877,-5.85778271289026,4.69087834686085e-09,2.86399065080454e-08
"SLC22A12","ENSG00000197891",30.6674176370703,-1.64265592389692,0.512999319944296,-3.20162872650645,0.0013665300268912,0.00334280486709835
"H2BC12","ENSG00000197903",12302.541149613,-1.61326533001922,0.414532510136349,-3.89179252895347,9.95063195132613e-05,0.000303620385116879
"HRNR","ENSG00000197915",87.042643553881,-3.74459049007026,0.711445820694489,-5.26517119753201,1.40058779039235e-07,6.86910187318868e-07
"NBEAP2","ENSG00000197927",5.4208532130764,-1.73185259316653,0.543534293311143,-3.18076810166167,0.00146885156403784,0.00357117999241972
"ZNF347","ENSG00000197937",328.920593760691,-1.52840124924739,0.264937853953821,-5.76877501011693,7.984982404505e-09,4.71557213381647e-08
"ZNF121","ENSG00000197961",2262.47178081937,-1.08747003340348,0.251321473900864,-4.32700279005979,1.51152047686319e-05,5.32439556548988e-05
"VPS13A","ENSG00000197969",4557.30602172197,-2.20041529559629,0.26342149295372,-8.35319331308796,6.64417770288537e-17,1.12051155404066e-15
"LEKR1","ENSG00000197980",23.5542618054419,-1.12283098030603,0.381845563552956,-2.9406417775841,0.0032753307286703,0.00741074856330517
"ZNF84","ENSG00000198040",1223.75912977398,-1.06304063978001,0.22835502506792,-4.65519882186003,3.23668218413367e-06,1.27589726425724e-05
"AVPR1B","ENSG00000198049",29.3727621002754,-2.91891402175989,0.594056613954251,-4.90849804311552,9.17765449527554e-07,3.94146359183247e-06
"CYP2A7","ENSG00000198077",4.97915034185753,-1.33660563462887,0.528246309509251,-2.52802544702665,0.011470603774092,0.0228957618298751
"ZBTB14","ENSG00000198081",436.229886484295,-1.04159781507483,0.146317921632773,-7.11871127661439,1.08940845409227e-12,1.09242420387367e-11
"NUP62CL","ENSG00000198088",64.84789109628,-2.13307827656036,0.55033055719572,-3.87653372262788,0.000105955130604954,0.000321770895139315
"SFI1","ENSG00000198089",1851.48893430968,-1.08556789394668,0.17605119476078,-6.16619869841072,6.99511765169916e-10,4.81852902391365e-09
"ZNF649","ENSG00000198093",293.428842806217,-1.67902871373844,0.208009017923203,-8.07178494902911,6.92778183201352e-16,1.03848018289666e-14
"ADH4","ENSG00000198099",6.98884215757375,-3.38331782355224,0.437705179958305,-7.67698410297534,1.62877634538847e-14,2.05974887463134e-13
"ZNF248","ENSG00000198105",367.270612296504,-1.40388138013042,0.277534839840416,-5.05830104885273,4.23008261200781e-07,1.9147862332636e-06
"HIBCH","ENSG00000198130",502.557707431395,-1.43865014194518,0.20547725109217,-7.001449973626,2.53326887131499e-12,2.42701000871273e-11
"TMEM229B","ENSG00000198133",147.729217451354,-1.43004673260677,0.365159369828916,-3.91604207589812,9.00145449147796e-05,0.000276736165964768
"ZNF770","ENSG00000198146",799.82505598607,-1.92034366598828,0.172743729460128,-11.1166288509931,1.04132737323085e-28,5.90458215990704e-27
"ZNF849P","ENSG00000198153",15.7245510966867,-1.95562954541248,0.423402270260145,-4.61545671138208,3.92231794157442e-06,1.52248598739947e-05
"ZNF876P","ENSG00000198155",96.4892569894313,-1.76851840936833,0.352426794450169,-5.01775996523755,5.22774357201824e-07,2.33551349001255e-06
"MAN1A2","ENSG00000198162",3461.11179999184,-1.07758653557762,0.169928398141663,-6.3414139129129,2.27665962201306e-10,1.68447447488951e-09
"ZNF607","ENSG00000198182",124.478636828867,-1.58355106708903,0.324755750575816,-4.87575589320762,1.0839258220875e-06,4.59929205957565e-06
"GUSBP13","ENSG00000198237",33.1840345751733,-1.89756947237675,0.412500878994816,-4.59865961703672,4.25217862891331e-06,1.64078916703847e-05
"ZNF485","ENSG00000198298",49.2926591154781,-1.22251697972507,0.292750340531741,-4.17558316382249,2.97223641427453e-05,9.93412340049315e-05
